0.00,-4.00,-6.00,5.00,-28.00,6.00,-32.00,-28.00,-30.00,19.00,27.00,2.00,-29.00,-29.00,28.00,-5.00,-29.00,-17.50,-13.00,-29.00,-2.00,16.00,-30.00,-16.00,-30.00,-10.00,13.00,37.00,16.00,-29.00,15.00,-18.50,3.00,-7.00,-30.00,-1.00,10.00,23.00,-4.00,-28.00,-20.00,-30.00,-3.00,-27.00,15.00,-29.00,-2.00,-29.00,0.00,17.00,43.00,-29.00,-28.00,-4.00,-20.00
-4.00,0.00,-22.00,0.00,-20.00,0.00,-36.00,-20.00,-38.00,-19.00,-10.00,-1.00,-38.00,-38.00,-11.00,1.00,-39.00,-14.50,-39.00,-38.00,7.00,-30.00,-38.00,-4.00,-39.00,-2.00,-19.00,-5.00,-18.00,-38.00,-22.00,-20.50,10.00,-46.00,-38.00,-44.00,-32.00,-21.00,2.00,-38.00,-19.00,-38.00,4.00,-18.00,-19.00,-39.00,-30.00,-38.00,-30.00,-16.00,-2.00,-38.00,-20.00,1.00,-44.00
-6.00,-22.00,0.00,-2.00,-60.00,0.00,-20.00,-60.00,-73.00,7.00,0.00,-9.00,-74.00,-74.00,8.00,-19.00,-74.00,-21.50,-63.00,-72.00,-11.00,13.00,-73.00,-37.00,-75.00,-32.00,-11.00,3.00,-32.00,-73.00,7.00,-13.50,2.00,0.00,-73.00,4.00,7.00,15.00,-4.00,-74.00,-30.00,-74.00,-10.00,-59.00,-32.00,-74.00,-47.00,-74.00,-43.00,-19.00,12.00,-74.00,-59.00,-16.00,-74.00
5.00,0.00,-2.00,0.00,-19.00,0.00,-10.00,-22.00,-48.00,-24.00,-31.00,0.00,-51.00,-52.00,-26.00,6.00,-50.00,-0.50,-66.00,-50.00,18.00,-26.00,-47.00,-6.00,-54.00,-4.00,-32.00,-34.00,-54.00,-49.00,-24.00,0.50,30.00,-24.00,-49.00,-28.00,-25.00,-24.00,23.00,-55.00,-14.00,-50.00,18.00,-18.00,-54.00,-51.00,-58.00,-52.00,-54.00,-42.00,-31.00,-50.00,-22.00,4.00,-71.00
-28.00,-20.00,-60.00,-19.00,0.00,-10.00,-90.00,1.00,17.00,11.00,50.00,-9.00,21.00,22.00,37.00,-30.00,20.00,-63.50,54.00,20.00,-42.00,-14.00,16.00,0.00,24.00,-4.00,29.00,73.00,81.00,18.00,0.00,-85.50,-62.00,-62.00,18.00,-50.00,-21.00,6.00,-72.00,28.00,-52.00,20.00,-51.00,0.00,77.00,21.00,57.00,22.00,52.00,57.00,74.00,20.00,1.00,-23.00,52.00
6.00,0.00,0.00,0.00,-10.00,0.00,-15.00,-14.00,-30.00,-4.00,-7.00,0.00,-32.00,-33.00,-4.00,5.00,-32.00,-3.50,-37.00,-32.00,16.00,-5.00,-29.00,-5.00,-35.00,-3.00,-10.00,-7.00,-25.00,-31.00,-4.00,-3.50,25.00,-8.00,-31.00,-10.00,-6.00,-3.00,18.00,-36.00,-15.00,-32.00,15.00,-10.00,-24.00,-33.00,-30.00,-33.00,-27.00,-16.00,-3.00,-32.00,-14.00,4.00,-43.00
-32.00,-36.00,-20.00,-10.00,-90.00,-15.00,0.00,-89.00,-116.00,-42.00,-61.00,-33.00,-117.00,-118.00,-50.00,-33.00,-117.00,-29.50,-123.00,-116.00,-27.00,-32.00,-116.00,-61.00,-119.00,-55.00,-66.00,-67.00,-102.00,-116.00,-39.00,-4.50,-13.00,-32.00,-117.00,-30.00,-35.00,-35.00,-13.00,-118.00,-39.00,-117.00,-23.00,-87.00,-101.00,-118.00,-109.00,-117.00,-105.00,-82.00,-60.00,-117.00,-88.00,-32.00,-131.00
-28.00,-20.00,-60.00,-22.00,1.00,-14.00,-89.00,0.00,9.00,2.00,38.00,-13.00,12.00,13.00,25.00,-28.00,11.00,-59.50,39.00,11.00,-35.00,-23.00,8.00,-1.00,14.00,-6.00,19.00,56.00,63.00,10.00,-7.00,-81.50,-52.00,-63.00,10.00,-55.00,-28.00,-4.00,-62.00,17.00,-51.00,11.00,-45.00,1.00,60.00,12.00,43.00,13.00,37.00,44.00,57.00,11.00,0.00,-22.00,37.00
-30.00,-38.00,-73.00,-48.00,17.00,-30.00,-116.00,9.00,0.00,-18.00,15.00,-21.00,0.00,0.00,3.00,-41.00,0.00,-73.50,14.00,0.00,-38.00,-50.00,0.00,70.00,1.00,-7.00,1.00,29.00,34.00,0.00,-28.00,-112.50,-50.00,-83.00,0.00,-81.00,-52.00,-30.00,-70.00,2.00,-73.00,0.00,-52.00,15.00,31.00,0.00,18.00,0.00,14.00,20.00,29.00,0.00,8.00,-31.00,12.00
19.00,-19.00,7.00,-24.00,11.00,-4.00,-42.00,2.00,-18.00,0.00,-4.00,6.00,-23.00,-24.00,-1.00,-11.00,-22.00,-21.50,-35.00,-22.00,7.00,-3.00,-17.00,8.00,-27.00,3.00,-5.00,-5.00,-25.00,-20.00,0.00,-35.50,17.00,-1.00,-20.00,-7.00,-2.00,-1.00,2.00,-30.00,-38.00,-22.00,0.00,10.00,-24.00,-23.00,-28.00,-24.00,-23.00,-14.00,-1.00,-22.00,2.00,-5.00,-41.00
27.00,-10.00,0.00,-31.00,50.00,-7.00,-61.00,38.00,15.00,-4.00,0.00,12.00,9.00,8.00,-1.00,-1.00,11.00,-18.50,-9.00,10.00,20.00,-18.00,17.00,35.00,5.00,24.00,2.00,0.00,-7.00,13.00,-7.00,-49.50,28.00,-15.00,13.00,-24.00,-13.00,-12.00,7.00,1.00,-37.00,11.00,10.00,47.00,-7.00,9.00,-7.00,8.00,-3.00,-2.00,1.00,11.00,37.00,5.00,-12.00
2.00,-1.00,-9.00,0.00,-9.00,0.00,-33.00,-13.00,-21.00,6.00,12.00,0.00,-22.00,-23.00,13.00,1.00,-22.00,-11.50,-17.00,-22.00,10.00,0.00,-21.00,-5.00,-24.00,-3.00,4.00,19.00,3.00,-22.00,4.00,-17.50,15.00,-14.00,-22.00,-12.00,-2.00,7.00,7.00,-24.00,-19.00,-22.00,7.00,-9.00,2.00,-23.00,-9.00,-23.00,-7.00,5.00,22.00,-22.00,-12.00,1.00,-23.00
-29.00,-38.00,-74.00,-51.00,21.00,-32.00,-117.00,12.00,0.00,-23.00,9.00,-22.00,0.00,0.00,-3.00,-40.00,0.00,-71.50,10.00,0.00,-35.00,-55.00,0.00,9.00,0.00,-6.00,-3.00,22.00,27.00,0.00,-32.00,-112.50,-46.00,-84.00,0.00,-84.00,-55.00,-35.00,-67.00,1.00,-74.00,0.00,-50.00,18.00,25.00,0.00,14.00,0.00,9.00,15.00,21.00,0.00,11.00,-31.00,8.00
-29.00,-38.00,-74.00,-52.00,22.00,-33.00,-118.00,13.00,0.00,-24.00,8.00,-23.00,0.00,0.00,-5.00,-40.00,0.00,-71.50,9.00,0.00,-34.00,-56.00,1.00,9.00,0.00,-5.00,-4.00,20.00,26.00,0.00,-34.00,-113.50,-45.00,-85.00,0.00,-86.00,-57.00,-37.00,-66.00,0.00,-74.00,0.00,-49.00,20.00,23.00,0.00,13.00,0.00,8.00,14.00,19.00,0.00,12.00,-31.00,7.00
28.00,-11.00,8.00,-26.00,37.00,-4.00,-50.00,25.00,3.00,-1.00,-1.00,13.00,-3.00,-5.00,0.00,-2.00,-1.00,-15.50,-21.00,-2.00,19.00,-9.00,5.00,26.00,-7.00,18.00,0.00,-2.00,-16.00,1.00,-2.00,-39.50,29.00,-4.00,1.00,-13.00,-5.00,-5.00,10.00,-11.00,-35.00,-1.00,11.00,34.00,-15.00,-3.00,-17.00,-5.00,-11.00,-7.00,0.00,-1.00,25.00,4.00,-25.00
-5.00,1.00,-19.00,6.00,-30.00,5.00,-33.00,-28.00,-41.00,-11.00,-1.00,1.00,-40.00,-40.00,-2.00,0.00,-40.00,-15.50,-34.00,-39.00,3.00,-21.00,-41.00,-9.00,-40.00,-4.00,-13.00,7.00,-8.00,-40.00,-15.00,-18.50,5.00,-42.00,-41.00,-38.00,-25.00,-11.00,-1.00,-38.00,-17.00,-40.00,1.00,-27.00,-10.00,-40.00,-23.00,-39.00,-25.00,-8.00,11.00,-40.00,-27.00,0.00,-40.00
-29.00,-39.00,-74.00,-50.00,20.00,-32.00,-117.00,11.00,0.00,-22.00,11.00,-22.00,0.00,0.00,-1.00,-40.00,0.00,-72.50,11.00,0.00,-36.00,-53.00,0.00,8.00,0.00,-6.00,-1.00,24.00,30.00,0.00,-31.00,-113.50,-48.00,-84.00,0.00,-83.00,-54.00,-34.00,-68.00,1.00,-73.00,0.00,-51.00,17.00,27.00,0.00,15.00,0.00,11.00,17.00,24.00,0.00,10.00,-31.00,9.00
-17.50,-14.50,-21.50,-0.50,-63.50,-3.50,-29.50,-59.50,-73.50,-21.50,-18.50,-11.50,-71.50,-71.50,-15.50,-15.50,-72.50,0.00,-65.50,-71.50,-13.50,-24.50,-73.50,-34.50,-71.50,-26.50,-31.50,-13.50,-36.50,-101.50,-23.50,-17.00,-7.50,-43.50,-72.50,-37.50,-29.50,-18.50,-10.50,-69.50,-14.50,-72.50,-12.50,-59.50,-37.50,-72.50,-51.50,-71.50,-52.50,-31.50,-7.50,-72.50,-58.50,-15.50,-72.50
-13.00,-39.00,-63.00,-66.00,54.00,-37.00,-123.00,39.00,14.00,-35.00,-9.00,-17.00,10.00,9.00,-21.00,-34.00,11.00,-65.50,0.00,10.00,-18.00,-68.00,15.00,30.00,8.00,10.00,-12.00,-4.00,4.00,13.00,-42.00,-117.50,-23.00,-80.00,13.00,-90.00,-63.00,-52.00,-50.00,5.00,-77.00,11.00,-35.00,50.00,3.00,10.00,0.00,9.00,-2.00,-2.00,-6.00,11.00,38.00,-24.00,0.00
-29.00,-38.00,-72.00,-50.00,20.00,-32.00,-116.00,11.00,0.00,-22.00,10.00,-22.00,0.00,0.00,-2.00,-39.00,0.00,-71.50,10.00,0.00,-35.00,-53.00,0.00,8.00,0.00,-6.00,-2.00,22.00,28.00,0.00,-31.00,-111.50,-46.00,-83.00,0.00,-83.00,-54.00,-34.00,66.00,1.00,-73.00,0.00,-49.00,18.00,26.00,0.00,14.00,0.00,10.00,16.00,22.00,0.00,11.00,-30.00,9.00
-2.00,7.00,-11.00,18.00,-42.00,16.00,-27.00,-35.00,-38.00,7.00,20.00,10.00,-35.00,-34.00,19.00,3.00,-36.00,-13.50,-18.00,-35.00,0.00,0.00,-39.00,-12.00,-34.00,-4.00,3.00,33.00,15.00,-37.00,2.00,-10.50,-1.00,-31.00,-37.00,-21.00,-8.00,10.00,-4.00,-30.00,-10.00,-36.00,0.00,-37.00,13.00,-35.00,-5.00,-34.00,-7.00,12.00,38.00,-36.00,-34.00,3.00,-25.00
16.00,-30.00,13.00,-26.00,-14.00,-5.00,-32.00,-23.00,-50.00,-3.00,-18.00,0.00,-55.00,-56.00,-9.00,-21.00,-53.00,-24.50,-68.00,-53.00,0.00,0.00,-48.00,-9.00,-59.00,-13.00,-18.00,-21.00,-53.00,-51.00,-2.00,-30.50,16.00,6.00,-52.00,0.00,1.00,-1.00,1.00,-62.00,-43.00,-53.00,-5.00,-16.00,-52.00,-55.00,-57.00,-56.00,-50.00,-34.00,-16.00,-53.00,-22.00,-13.00,-76.00
-30.00,-38.00,-73.00,-47.00,16.00,-29.00,-116.00,8.00,0.00,-17.00,17.00,-21.00,0.00,1.00,5.00,-41.00,0.00,-73.50,15.00,0.00,-39.00,-48.00,0.00,6.00,1.00,-7.00,3.00,31.00,36.00,0.00,-27.00,-112.50,-51.00,-82.00,0.00,-80.00,-50.00,-28.00,-71.00,2.00,-73.00,0.00,-53.00,14.00,33.00,0.00,20.00,1.00,15.00,22.00,32.00,0.00,8.00,-31.00,13.00
-16.00,-4.00,-37.00,-6.00,0.00,-5.00,-61.00,-1.00,70.00,8.00,35.00,-5.00,9.00,9.00,26.00,-9.00,8.00,-34.50,30.00,8.00,-12.00,-9.00,6.00,0.00,10.00,0.00,19.00,49.00,51.00,7.00,1.00,-45.50,-21.00,40.00,7.00,-33.00,-14.00,5.00,-28.00,12.00,-30.00,8.00,-18.00,0.00,48.00,9.00,34.00,9.00,30.00,37.00,50.00,8.00,-1.00,-7.00,27.00
-30.00,-39.00,-75.00,-54.00,24.00,-35.00,-119.00,14.00,1.00,-27.00,5.00,-24.00,0.00,0.00,-7.00,-40.00,0.00,-71.50,8.00,0.00,-34.00,-59.00,1.00,10.00,0.00,-5.00,-6.00,17.00,23.00,0.00,-36.00,-114.50,-45.00,-87.00,0.00,-88.00,-59.00,-40.00,-66.00,0.00,-75.00,0.00,-49.00,21.00,21.00,0.00,11.00,0.00,7.00,11.00,16.00,0.00,14.00,-31.00,6.00
-10.00,-2.00,-32.00,-4.00,-4.00,-3.00,-55.00,-6.00,-7.00,3.00,24.00,-3.00,-6.00,-5.00,18.00,-4.00,-6.00,-26.50,10.00,-6.00,-4.00,-13.00,-7.00,0.00,-5.00,0.00,10.00,36.00,32.00,-6.00,-4.00,-39.50,-8.00,-40.00,-6.00,-35.00,-17.00,0.00,-16.00,-3.00,-26.00,-6.00,-9.00,-4.00,30.00,-6.00,16.00,-5.00,14.00,23.00,38.00,-6.00,-6.00,-4.00,6.00
13.00,-19.00,-11.00,-32.00,29.00,-10.00,-66.00,19.00,1.00,-5.00,2.00,4.00,-3.00,-4.00,0.00,-13.00,-1.00,-31.50,-12.00,-2.00,3.00,-18.00,3.00,19.00,-6.00,10.00,0.00,5.00,-4.00,0.00,-8.00,-57.50,7.00,-23.00,0.00,-28.00,-16.00,-11.00,-11.00,-8.00,-45.00,-1.00,-7.00,27.00,-4.00,-3.00,-8.00,-4.00,-5.00,-1.00,6.00,-1.00,19.00,6.00,-15.00
37.00,-5.00,3.00,-34.00,73.00,-7.00,-67.00,56.00,29.00,-5.00,0.00,19.00,22.00,20.00,-2.00,7.00,24.00,-13.50,-4.00,22.00,33.00,-21.00,31.00,49.00,17.00,36.00,5.00,0.00,-6.00,26.00,-7.00,-53.50,42.00,-15.00,26.00,-28.00,-15.00,-14.00,17.00,11.00,-35.00,24.00,20.00,69.00,-5.00,22.00,-4.00,19.00,2.00,0.00,0.00,24.00,55.00,12.00,-6.00
16.00,-18.00,-32.00,-54.00,81.00,-25.00,-102.00,63.00,34.00,-25.00,-7.00,3.00,27.00,26.00,-16.00,-8.00,30.00,-36.50,4.00,28.00,15.00,-53.00,36.00,51.00,23.00,32.00,-4.00,-6.00,0.00,32.00,-30.00,-89.50,17.00,-53.00,32.00,-67.00,-46.00,-41.00,-11.00,18.00,-56.00,30.00,-1.00,76.00,0.00,28.00,2.00,25.00,4.00,-1.00,-8.00,30.00,61.00,-1.00,4.00
-29.00,-38.00,-73.00,-49.00,18.00,-31.00,-116.00,10.00,0.00,-20.00,13.00,-22.00,0.00,0.00,1.00,-40.00,0.00,-101.50,13.00,0.00,-37.00,-51.00,0.00,7.00,0.00,-6.00,0.00,26.00,32.00,0.00,-30.00,-112.50,-49.00,-83.00,0.00,-82.00,-53.00,-32.00,-69.00,2.00,-73.00,0.00,-51.00,16.00,29.00,0.00,17.00,0.00,12.00,18.00,26.00,0.00,9.00,-31.00,10.00
15.00,-22.00,7.00,-24.00,0.00,-4.00,-39.00,-7.00,-28.00,0.00,-7.00,4.00,-32.00,-34.00,-2.00,-15.00,-31.00,-23.50,-42.00,-31.00,2.00,-2.00,-27.00,1.00,-36.00,-4.00,-8.00,-7.00,-30.00,-30.00,0.00,-34.50,13.00,0.00,-30.00,-5.00,-1.00,0.00,-1.00,-39.00,-40.00,-31.00,-4.00,-1.00,-29.00,-32.00,-35.00,-34.00,-29.00,-18.00,-3.00,-31.00,-7.00,-9.00,-49.00
-18.50,-20.50,-13.50,0.50,-85.50,-3.50,-4.50,-81.50,-112.50,-35.50,-49.50,-17.50,-112.50,-113.50,-39.50,-18.50,-113.50,-17.00,-117.50,-111.50,-10.50,-30.50,-112.50,-45.50,-114.50,-39.50,-57.50,-53.50,-89.50,-112.50,-34.50,0.00,4.50,-36.50,-112.50,-34.50,-34.50,-30.50,2.50,-112.50,-25.50,-113.50,-7.50,-81.50,-89.50,-113.50,-100.50,-112.50,-98.50,-70.50,-46.50,-113.50,-80.50,-17.50,-127.50
3.00,10.00,2.00,30.00,-62.00,25.00,-13.00,-52.00,-50.00,17.00,28.00,15.00,-46.00,-45.00,29.00,5.00,-48.00,-7.50,-23.00,-46.00,-1.00,16.00,-51.00,-21.00,-45.00,-8.00,7.00,42.00,17.00,-49.00,13.00,4.50,0.00,-18.00,-49.00,-5.00,6.00,25.00,1.00,-40.00,-2.00,-48.00,2.00,-56.00,15.00,-47.00,-8.00,-45.00,-9.00,15.00,49.00,-48.00,-50.00,5.00,-33.00
-7.00,-46.00,0.00,-24.00,-62.00,-8.00,-32.00,-63.00,-83.00,-1.00,-15.00,-14.00,-84.00,-85.00,-4.00,-42.00,-84.00,-43.50,-80.00,-83.00,-31.00,6.00,-82.00,40.00,-87.00,-40.00,-23.00,-15.00,-53.00,-83.00,0.00,-36.50,-18.00,0.00,-83.00,2.00,2.00,6.00,-28.00,-86.00,-55.00,-84.00,-34.00,-61.00,-52.00,-85.00,-65.00,-85.00,-59.00,-35.00,-6.00,-84.00,-62.00,-33.00,-91.00
-30.00,-38.00,-73.00,-49.00,18.00,-31.00,-117.00,10.00,0.00,-20.00,13.00,-22.00,0.00,0.00,1.00,-41.00,0.00,-72.50,13.00,0.00,-37.00,-52.00,0.00,7.00,0.00,-6.00,0.00,26.00,32.00,0.00,-30.00,-112.50,-49.00,-83.00,0.00,-82.00,-53.00,-32.00,-69.00,1.00,-73.00,0.00,-52.00,16.00,29.00,0.00,17.00,0.00,12.00,18.00,26.00,0.00,9.00,-31.00,10.00
-1.00,-44.00,4.00,-28.00,-50.00,-10.00,-30.00,-55.00,-81.00,-7.00,-24.00,-12.00,-84.00,-86.00,-13.00,-38.00,-83.00,-37.50,-90.00,-83.00,-21.00,0.00,-80.00,-33.00,-88.00,-35.00,-28.00,-28.00,-67.00,-82.00,-5.00,-34.50,-5.00,2.00,-82.00,0.00,-2.00,-1.00,-17.00,-89.00,-53.00,-84.00,-25.00,-50.00,-66.00,-85.00,-74.00,-85.00,-68.00,-45.00,-20.00,-83.00,-54.00,-29.00,-100.00
10.00,-32.00,7.00,-25.00,-21.00,-6.00,-35.00,-28.00,-52.00,-2.00,-13.00,-2.00,-55.00,-57.00,-5.00,-25.00,-54.00,-29.50,-63.00,-54.00,-8.00,1.00,-50.00,-14.00,-59.00,-17.00,-16.00,-15.00,-46.00,-53.00,-1.00,-34.50,6.00,2.00,-53.00,-2.00,0.00,1.00,-8.00,-61.00,-46.00,-54.00,-13.00,-22.00,-45.00,-56.00,-52.00,-56.00,-46.00,-29.00,-9.00,-54.00,-28.00,-17.00,-72.00
23.00,-21.00,15.00,-24.00,6.00,-3.00,-35.00,-4.00,-30.00,-1.00,-12.00,7.00,-35.00,-37.00,-5.00,-11.00,-34.00,-18.50,-52.00,-34.00,10.00,-1.00,-28.00,5.00,-40.00,0.00,-11.00,-14.00,-41.00,-32.00,0.00,-30.50,25.00,6.00,-32.00,-1.00,1.00,0.00,9.00,-44.00,-38.00,-34.00,4.00,5.00,-39.00,-35.00,-43.00,-37.00,-36.00,-25.00,-10.00,-34.00,-4.00,-5.00,-59.00
-4.00,2.00,-4.00,23.00,-72.00,18.00,-13.00,-62.00,-70.00,2.00,7.00,7.00,-67.00,-66.00,10.00,-1.00,-68.00,-10.50,-50.00,66.00,-4.00,1.00,-71.00,-28.00,-66.00,-16.00,-11.00,17.00,-11.00,-69.00,-1.00,2.50,1.00,-28.00,-69.00,-17.00,-8.00,9.00,0.00,-61.00,-8.00,-68.00,-1.00,-66.00,-13.00,-67.00,-33.00,-66.00,-34.00,-8.00,25.00,-68.00,-61.00,-1.00,-60.00
-28.00,-38.00,-74.00,-55.00,28.00,-36.00,-118.00,17.00,2.00,-30.00,1.00,-24.00,1.00,0.00,-11.00,-38.00,1.00,-69.50,5.00,1.00,-30.00,-62.00,2.00,12.00,0.00,-3.00,-8.00,11.00,18.00,2.00,-39.00,-112.50,-40.00,-86.00,1.00,-89.00,-61.00,-44.00,-61.00,0.00,-74.00,1.00,-45.00,25.00,16.00,1.00,8.00,0.00,3.00,7.00,9.00,1.00,16.00,-29.00,4.00
-20.00,-19.00,-30.00,-14.00,-52.00,-15.00,-39.00,-51.00,-73.00,-38.00,-37.00,-19.00,-74.00,-74.00,-35.00,-17.00,-73.00,-14.50,-77.00,-73.00,-10.00,-43.00,-73.00,-30.00,-75.00,-26.00,-45.00,-35.00,-56.00,-73.00,-40.00,-25.50,-2.00,-55.00,-73.00,-53.00,-46.00,-38.00,-8.00,-74.00,0.00,-74.00,-11.00,-49.00,-56.00,-74.00,-66.00,-74.00,-66.00,-48.00,-31.00,-73.00,-51.00,-18.00,-84.00
-30.00,-38.00,-74.00,-50.00,20.00,-32.00,-117.00,11.00,0.00,-22.00,11.00,-22.00,0.00,0.00,-1.00,-40.00,0.00,-72.50,11.00,0.00,-36.00,-53.00,0.00,8.00,0.00,-6.00,-1.00,24.00,30.00,0.00,-31.00,-113.50,-48.00,-84.00,0.00,-84.00,-54.00,-34.00,-68.00,1.00,-74.00,0.00,-51.00,17.00,27.00,0.00,15.00,0.00,11.00,17.00,24.00,0.00,10.00,-31.00,9.00
-3.00,4.00,-10.00,18.00,-51.00,15.00,-23.00,-45.00,-52.00,0.00,10.00,7.00,-50.00,-49.00,11.00,1.00,-51.00,-12.50,-35.00,-49.00,0.00,-5.00,-53.00,-18.00,-49.00,-9.00,-7.00,20.00,-1.00,-51.00,-4.00,-7.50,2.00,-34.00,-52.00,-25.00,-13.00,4.00,-1.00,-45.00,-11.00,-51.00,0.00,-46.00,-3.00,-50.00,-21.00,-49.00,-23.00,-1.00,27.00,-51.00,-43.00,1.00,-43.00
-27.00,-18.00,-59.00,-18.00,0.00,-10.00,-87.00,1.00,15.00,10.00,47.00,-9.00,18.00,20.00,34.00,-27.00,17.00,-59.50,50.00,18.00,-37.00,-16.00,14.00,0.00,21.00,-4.00,27.00,69.00,76.00,16.00,-1.00,-81.50,-56.00,-61.00,16.00,-50.00,-22.00,5.00,-66.00,25.00,-49.00,17.00,-46.00,0.00,73.00,18.00,53.00,20.00,48.00,54.00,70.00,17.00,1.00,-21.00,48.00
15.00,-19.00,-32.00,-54.00,77.00,-24.00,-101.00,60.00,31.00,-24.00,-7.00,2.00,25.00,23.00,-15.00,-10.00,27.00,-37.50,3.00,26.00,13.00,-52.00,33.00,48.00,21.00,30.00,-4.00,-5.00,0.00,29.00,-29.00,-89.50,15.00,-52.00,29.00,-66.00,-45.00,-39.00,-13.00,16.00,-56.00,27.00,-3.00,73.00,0.00,25.00,1.00,23.00,3.00,-1.00,-7.00,27.00,58.00,-3.00,3.00
-29.00,-39.00,-74.00,-51.00,21.00,-33.00,-118.00,12.00,0.00,-23.00,9.00,-23.00,0.00,0.00,-3.00,-40.00,0.00,-72.50,10.00,0.00,-35.00,-55.00,0.00,9.00,0.00,-6.00,-3.00,22.00,28.00,0.00,-32.00,-113.50,-47.00,-85.00,0.00,-85.00,-56.00,-35.00,-67.00,1.00,-74.00,0.00,-50.00,18.00,25.00,0.00,14.00,0.00,10.00,15.00,21.00,0.00,11.00,-31.00,8.00
-2.00,-30.00,-47.00,-58.00,57.00,-30.00,-109.00,43.00,18.00,-28.00,-7.00,-9.00,14.00,13.00,-17.00,-23.00,15.00,-51.50,0.00,14.00,-5.00,-57.00,20.00,34.00,11.00,16.00,-8.00,-4.00,2.00,17.00,-35.00,-100.50,-8.00,-65.00,17.00,-74.00,-52.00,-43.00,-33.00,8.00,-66.00,15.00,-21.00,53.00,1.00,14.00,0.00,12.00,0.00,-2.00,-6.00,15.00,41.00,-15.00,0.00
-29.00,-38.00,-74.00,-52.00,22.00,-33.00,-117.00,13.00,0.00,-24.00,8.00,-23.00,0.00,0.00,-5.00,-39.00,0.00,-71.50,9.00,0.00,-34.00,-56.00,1.00,9.00,0.00,-5.00,-4.00,19.00,25.00,0.00,-34.00,-112.50,-45.00,-85.00,0.00,-85.00,-56.00,-37.00,-66.00,0.00,-74.00,0.00,-49.00,20.00,23.00,0.00,12.00,0.00,8.00,13.00,19.00,0.00,12.00,-30.00,7.00
0.00,-30.00,-43.00,-54.00,52.00,-27.00,-105.00,37.00,14.00,-23.00,-3.00,-7.00,9.00,8.00,-11.00,-25.00,11.00,-52.50,-2.00,10.00,-7.00,-50.00,15.00,30.00,7.00,14.00,-5.00,2.00,4.00,12.00,-29.00,-98.50,-9.00,-59.00,12.00,-68.00,-46.00,-36.00,-34.00,3.00,-66.00,11.00,-23.00,48.00,3.00,10.00,0.00,8.00,0.00,1.00,1.00,11.00,36.00,-15.00,-3.00
17.00,-16.00,-19.00,-42.00,57.00,-16.00,-82.00,44.00,20.00,-14.00,-2.00,5.00,15.00,14.00,-7.00,-8.00,17.00,-31.50,-2.00,16.00,12.00,-34.00,22.00,37.00,11.00,23.00,-1.00,0.00,-1.00,18.00,-18.00,-70.50,15.00,-35.00,18.00,-45.00,-29.00,-25.00,-8.00,7.00,-48.00,17.00,-1.00,54.00,-1.00,15.00,-2.00,13.00,1.00,0.00,-1.00,17.00,43.00,-2.00,-4.00
43.00,-2.00,12.00,-31.00,74.00,-3.00,-60.00,57.00,29.00,-1.00,1.00,22.00,21.00,19.00,0.00,11.00,24.00,-7.50,-6.00,22.00,38.00,-16.00,32.00,50.00,16.00,38.00,6.00,0.00,-8.00,26.00,-3.00,-46.50,49.00,-6.00,26.00,-20.00,-9.00,-10.00,25.00,9.00,-31.00,24.00,27.00,70.00,-7.00,21.00,-6.00,19.00,1.00,-1.00,0.00,24.00,56.00,15.00,-9.00
-29.00,-38.00,-74.00,-50.00,20.00,-32.00,-117.00,11.00,0.00,-22.00,11.00,-22.00,0.00,0.00,-1.00,-40.00,0.00,-72.50,11.00,0.00,-36.00,-53.00,0.00,8.00,0.00,-6.00,-1.00,24.00,30.00,0.00,-31.00,-113.50,-48.00,-84.00,0.00,-83.00,-54.00,-34.00,-68.00,1.00,-73.00,0.00,-51.00,17.00,27.00,0.00,15.00,0.00,11.00,17.00,24.00,0.00,10.00,-31.00,9.00
-28.00,-20.00,-59.00,-22.00,1.00,-14.00,-88.00,0.00,8.00,2.00,37.00,-12.00,11.00,12.00,25.00,-27.00,10.00,-58.50,38.00,11.00,-34.00,-22.00,8.00,-1.00,14.00,-6.00,19.00,55.00,61.00,9.00,-7.00,-80.50,-50.00,-62.00,9.00,-54.00,-28.00,-4.00,-61.00,16.00,-51.00,10.00,-43.00,1.00,58.00,11.00,41.00,12.00,36.00,43.00,56.00,10.00,0.00,-21.00,36.00
-4.00,1.00,-16.00,4.00,-23.00,4.00,-32.00,-22.00,-31.00,-5.00,5.00,1.00,-31.00,-31.00,4.00,0.00,-31.00,-15.50,-24.00,-30.00,3.00,-13.00,-31.00,-7.00,-31.00,-4.00,6.00,12.00,-1.00,-31.00,-9.00,-17.50,5.00,-33.00,-31.00,-29.00,-17.00,-5.00,-1.00,-29.00,-18.00,-31.00,1.00,-21.00,-3.00,-31.00,-15.00,-30.00,-15.00,-2.00,15.00,-31.00,-21.00,0.00,-29.00
-20.00,-44.00,-74.00,-71.00,52.00,-43.00,-131.00,37.00,12.00,-41.00,-12.00,-23.00,8.00,7.00,-25.00,-40.00,9.00,-72.50,0.00,9.00,-25.00,-76.00,13.00,27.00,6.00,6.00,-15.00,-6.00,4.00,10.00,-49.00,-127.50,-33.00,-91.00,10.00,-100.00,-72.00,-59.00,-60.00,4.00,-84.00,9.00,-43.00,48.00,3.00,8.00,0.00,7.00,-3.00,-4.00,-9.00,9.00,36.00,-29.00,0.00
